tier_1	comments
else	I received the product back exactly as I sent it to you, not working.  Had to send it in again and am still waiting for it.
else	Lenovo should include the tracking number for devices in the email that they send to inform customers of when their devices are shipped back to them.
else	Decrease the turnaround time for resolution, and give more visibility into what is going on. The online tools for tracking service status work well, but are not updated often enough.
else	Your employees are a bit unprofessional...they joke and laugh in front of the coustomer. I think this does not looks good for an international company
Agent	Im so disappointed how the agent name Krisna evaluated my service request 8010620630 with just a screenshot, with this case Im started to doubt my loyalty with lenovo thinkpad products.
else	Do not receive any notification. Please call or send an email to me. Thank you.
else	Wrong part originally ordered
else	Even after system update have been done in Hubli Motorola service center on 09/02/18, the problem what I am facing with camaraderie not resolved. Unnecessary I have wasted my time and money.If possible please call your service center and give instructions how to repair the mobile camaraderie.When I have to visit your service center in Hubli?ThanksJayant Patil09902475249jayantsp99@gmail.com
else	Long lasting problem resolution and replacement of the faulty phone.
else	contact me or advise me of any delays or issue with part deployment
else	wrong problem on ticket, wrong part, now have bitlocker code to enter in addition to original problem
else	IVR is too long to connect Lenovo Support agent and Executive should have more Technical knowledge to troubleshoot issue
else	wrong pc info was not correct, so the wrong part was shipped, this was a Rogers error.
else	Allow me to install my own parts since I have A+
else	The 3G Telstra card was not returned with the PC. However service was great!! Where is the card?
else	More updates would be appreciated
else	first week waiting for  box and free shipping label. user can do himself to get online print of  shipping label then packed the laptop to send Lenovo service center soon without waiting a week
else	Just stop bothering me over phone and email to take this survey.
else	I submitted the paperwork that was request4d but received an email saying the case was closed because paperwork was not submitted.  I had to call and go over all information again with a new person.
else	With our IT department to rebuild image
else	get to the phone somewhat faster
else	Did not work after Android nougat update.
else	"Your technical support is dysfunctional. The first contact instructed me to perform a redundant test and closed my original case overnight. The next person constantly needed to leave me on hold to get information. That person had a HDD shipped here next day. That same afternoon I received an email apologizing for not having any inventory explaining a drive would be shipped once one is found. I called to inform ""support"" that I had the new drive in fromt of me. So they scheduled a tech. Four days in a row no tech called or showed up. I finally just asked if I could install the drive myself. Phone support offered access to a factory reset download and I asked if it would be a more current version of Windows 10 than my recovery drive made when the pc was new. I assumed their offer afterwards meant that it was. It turns out it is the same version 1607 that I had already. This was as dysfuctional an experience as a person could have had."
else	"Well the first guy came installed the new hard drive and the OS would not install, so he said it was the flash drive Lenovo sent was defective, so he said he has another one coming and when it shows that it would be easy to install myself. My question to him was what if it still wont work, he said then it needs a motherboard.  I think it would be easier if you ""the Guy"" take the computer back with you because that way if it don't work you can fix it the right way and just bring it back, instead of me trying and it still not working, I then have to call again and wait again and this is the computer that runs my salvage yard. Anyhow he said he could not take it with him, so I waited  for another few days for the new thumb drive, which still did not work, I then had to call you guys again and wait another few days for you to send another guy "" who was awesome "" by the way, and it was not the mother board what ever he did it worked..."
else	Your online service update feature did not work. There was no update on the status of the repairs for about 8 days. Please let me know why the keyboard did not work, other than you seemed to have replaced the board containing the keys.
else	We received an email from Lenovo that our laptop had not been received after we received an email that it had been received. That's just confusing and wrong.Besides that, it would have been nice if they had explained what they found wrong with the laptop, why it had malfunctioned, and how they had fixed it.
else	send the right part
else	Less noise static on your end so can hear better the one time I called was kids or adults making noise so had hard time hearing
else	Little communication from service department. Call was cut off and not call quality poor. Very hard to understand call handler.
else	Better communication about case updates via email
else	Provide updates to the customer. I found that I had to constantly chase up Lenovo, and they were not updating the case, with the correct notes, even after advising them numerous times, to update the contact details.
else	Engineer should be more professional, confirm the model of motherboard before proceed replacement. Now my main battery wont work. I called the technical support the engineer said my main battery has no issue, it is the issue from the engineer replace the not compatible for my current model. I'm so disappointed for the lenovo center's engineer.
else	unable to contact anyone
else	My computer was returned with a chip cracked out of he casing. The touchscreen doesnt work as it did. The colors change while streaming and the computer is much slower than before I sent it in.
else	Please have more professional staff to inform customer upon the delay
else	The rep did not fix the problem that I spent 40 minutes on the phone describing. It appeared he did not understand my question and he chose a simple resonse and fix and really had no way of knowing it was resolved. I still have a problem if indeed it is a proble
else	The phone voice is very blurry. The technician and I were having a hard time to hear each other clearly.
else	We had to call several times for on site repairs this is waste of time.
else	After providing the damage parts Screenshot & Clip on chat then also the team asking to send it again on mail.I think its should be done on one attempt on chat or on mail.
else	More feedback,  quicker solving
else	Perhaps have parts on hand so the wait isn't stretched out to 3 weeks.
else	Lenovo did not reach out to me about my part or service date. And I had to follow up multiple times for 2 weeks.. We have next day support and this was absolutely unacceptable.
else	Shorten the response time or delivery of parts to meet the expectations.
else	Once I shipped the machine and you guys received it, you emailed me for more info which I was cool with and responded. But then you ghosted me for 2 weeks with no updates, when I called no one had any idea what was going on with my machine. After maybe the 10th call someone finally realized my machine was on hold due to insufficient info. Nobody had contacted me about that, past the initial email which I RESPONDED to. Overall terrible experience.
else	Send instructions
else	The fix that your tech representative did for me wasn't a permanent fix, she just flipped a switch in control panel. I have had the issue again and it has caused me to restart, taking time out of the limites time I have for my activities.
else	Keep more parts in stock so they are not on backorder as much.
else	My laptop has been returned, however keeps freezing, screen goes black and my audio is not working
else	Implement a faster service (including shipping and attention) your representatives have no idea on whats going on in another department regarding the issue
Agent	train agents to speak more clearly and slowly. I was initially unable to understand some of the statements, however after repeating was able to comprehend.
else	They came to replace motherboard. The guy did not know how to feed the new motherboard's serial number to the system. Still pending. The onsite-technician used a 3rd party remote accessing software (I don't remember the software's name, anyways not through Lenovo website) and infected my brand new laptop with viruses.
else	difficulty getting replacement parts in general for pcs and monitors
else	Send updatea in english with accurate info
else	Execution time frame could be improved.
else	Regular updates and on site servicing
else	improve replacement part quality
else	You have a update that breaks your finger print scanner. What I contacted your tech support I was told I can wipe my hard drive and BLOCK the new driver that's pushed to my laptop. For one of the premier laptops I am rather surprised this is my only option.
else	Make your service faster and accurate and check your replacing part before sending to customers .
else	Incorrect part ordered on the initial ticket.
else	I called the technical centre three times, the first two people did not provide any useful help and one said I could not get my laptop repaired, another said she did not deal with my case so she was not sure. It was Mr Ivan Ivanov who helped me a lot. He was quite patient and finally I got my issue solved. So I think Lenovo could further improve the telephone service.
else	Proper checking and installing the parts which are not already used and proper battery for laptop
else	Be faster on deciding to send the case and make me sending my machine back to repair. You spend almost two weeks to decide to send me the case, before that you are just trying to let me fix it by myself. But in fact it is totally helpless. Also, please send more tech people online so that we can contact you more efficiently. I waited for almost an hour to get someone online without fixing any problem.
else	You failed to keep me updated throughout the process.I had to reach out myself over five times - three of which were just to confirm you actually received the device.Finally, you told me explicitly the issue was confirmed and repaired with a system board replacement over the phone and when I received the device back, the original isssue is still present. The device seems as though no one even worked on it.
else	Send a return package with the courier,  full function test on the device before you return it.  As it is still faulty.
else	How about just following up and following through with the service you've promised.  I responded to a recall issue on a Thinkpad.  I've made about 6 phone calls to customer service.  I'm usually told that a service rep will come out to resolve the problem.  In fact we've never received a visit or even a phone call to schedule.  Each time I've called back I'm promised the same, but again nothing has happened except that my cases have been automatically closed with absolutely no resolution.
else	Filed service rep had to make second appointment as he was initially sent the wrong part.
else	Be on time for scheduled appointment
else	better updates
else	The issue has not been resolved, even after 3 phone calls to your company and after returning the computer twice.  We will be contacting your company again because the issue has not been resolved.
else	This rating was given because my customer was very upset that it took over 2 weeks to get a replacement laptop because there were no parts available.   When I worked with the IBM repair personnel we determined which components may be causing the display of the laptop to freeze the computer and the screen to a gray/black screen.  They client had a NBD on site Accidental warranty.   I was notified by email that it would from the first week of September to October to November for the parts to repair the laptop.  The client is a dental office, he takes his laptop home to remote into the office for emergency calls for his patients, do have his wife do bookkeeping and to call patients to remind them of an appointment the next day.   He was without these tasks for 2 weeks, I was able to get a loaner after the first week.  I personally have at least 10-12 hours working with my client, Lenovo for a repair option, creating a backup, deleting his personal information and cleaning up the laptop of files.   This was all at my time and expense to keep a customer somewhat happy.   The IBM and Lenovo personnel I worked with were excellent, IBM hands were tied because there parts were not available to repair the unit the Next Business Day and were not going to be available from Lenovo from the email and phone calls that they would be in by October and the rest by November.  I finally received a replacement laptop for the doctor, which I then had to setup and restore for his use.
Agent	Maybe it was that only agent I spoke to that evening, perhaps better train your night crew.
else	Don't go for this type of model, it has manufacturing defect in lid, lid case gets broken frequently due to hard hinges. Lenovo should not sell this product to the customer after this knowledge.
else	I don't remember what the call was about.
else	Time to send technical person was much delayed
else	I was expected to return the defective phone before you would ship the new one or pay $40 and you would ship the new one. None of this was my fault and this was unacceptable. It was worked out after talking to a manager. But your process was ridiculous. How is someone supposed to get their info off the old phone if expected to return it before receiving the new one?
else	There is a lot of background noise during the call & it was difficult to hear the service representative
else	Faster resolution.  Took multiple calls
else	The technician need to be more professional
else	It looks as the phone I got is new or at least it came with everything.  I thought I was going to get a phone without the back part and the battery.  The only thing i didn't like was the waiting time for me to receive it.
else	As far as I know, we are paying for next day service. We are not seeing parts or a tech on-site for two to three weeks lately. The tech who arrived did a great job, fast and professional. The arrival times have been terrible for some time now.
else	Be faster, offer more clear and timely updates. Make sure packages go to the right address.
else	"Better customer service representatives on the phone, the person I spoke to was very hard to understand, unprofessional and made the overall experience unpleasant and stressful. Also emails sent to update me on the progress of my laptop repair were blank of all information including my name, service order number, order status and any tracking information. When I would click the ""View Update Online"" link to check the progress of my claim it would return a message saying there was no such claim in my name. When I agreed to have the laptop sent away for repair the customer service representative did not reply any information about the courier company and only gave me an extremely vague answer as to when the courier would be picking up my laptop meaning I have to take an entire day off work to wait around for the courier. The laptop has now been returned and so far has not shown the same problem again. However the laptop is now extremely slow in booting up and opening up any programs I wish to use (such as word or documents). Also every time I turn on the laptop it shows a message that it needs to update and then proceeds to do so for 10 minutes before I can log in and use the computer. This is extremely frustrating as I need my laptop for work and the time it takes to boot up and open programs is very taxing on my time and limits my ability to work effectively. The laptop also constantly shows a dialogue box saying my harddrive settings have change and the computer needs to be rebooted for them to take affect, even after I have rebooted the computer 3 times in a row. The computer also constantly opens a windows 10 dialogue box saying that I need the latest version of windows 10 on my computer, even after I have updated it twice to the latest version."
else	PRINT your US service support telephone number on your warranty cards and your WEBSITE!
else	initial date of calling Lenovo service department was December 27 2018. spent countless hours on the phone trying to get a box with paid shipping. waited for box did not receive the box. Tried again still no box talked to manager after two months of waiting for laptop got laptop on February 7th. will never purchase another Lenovo product.. train support staff how to service your customers in a timely manner. this could not have been your first service call.
else	Communicate on back ordered part better
else	My computer never worked right out of the box, your support team couldnt fix it over the phone and neither could the store. I returned it for a Dell which has been great. They couldnt get my cursor to work?
else	Have better support team in place before putting product on market.The feasco with your so called tablet cost me 20. The price of a extended memory .l was on the phone talking to your support team for nearly 2hours
else	Better updates, abs more empathy for the customer's situation. That is, if your update days the repair will not be fine for 2 months, please recognize that I need you to just send me a replacement machine. I can't be without my device for that long!!!
else	There was never any information telling me when to expect UPS collection outward (and the tracking number does give access to that information on the UPS website), and nothing to tell me when it was likely to arrive back - it just 'arrived'.
else	"The ""Call Back"" feature was not working so I had to dial the help number and wait about 7 minutes for an answer"
else	Have parts in stock and have quicker onsite replacement
else	More customer service reps, I waited on the phone a very long time.
else	Make sure parts are shipped to repairers promptly and ensure authorised repairers are paying attention to detail when fitting parts. I did not buy a top of the line X1 Carbon to have parts slapped into it.
else	more visibility of the status of the support (when parts are shipped, technician en route, etc) and emailed or text message alerts
else	Better status update up website, it's not being updated frequently, and most of the time it's out of dated. Also when doing the LED replacement, they broke my webcam, had to send in the 2nd time to fix it. Also a shipping box should be provided for customer to ship the laptop back for repair, the first repair rep told me Lenovo does not provide box, I had to use my own box. But 2nd rep offered me a box. It should be provided!! Especially if it's a warranty repair.
else	We have not received the computer back despite an email from you saying it has been delivered.
else	Speed up the response time
else	Better communication on return status. I got email after product was returned
else	Initial call was logged & the follow up email with the shipping info etc, was not received. I emailed but no response then I had to make several calls to resolve the issue. Apparently the reason was your systems were unable to cater for the address length (exceeded maximum length), once this was resolved things ran reasonably smoothly
else	Acknowledge that the 4K display on the 15 inch 720 is defective and do a recall
else	don't outsource phone technical support
else	Tech came out and had difficulty replacing the screen on my laptop.  He had to order new parts to replace more of the screen and top to the laptop because he could not remove the screen from the top
else	Just send the right replacement part to the service person.
else	Make sure all parts are being delivered to your tech so there a not multiple service calls.
else	Although, I m using lenovo products from the last 5-6 years even I have more then 4-5 Commercial series in my office but very bad experience i faced this time.I suggest -Change your third party support engineers ASAP.  They don't have any hardware knowledge and don't cooperate with us at the board replacing time. please call back on my hand phone 09999686562 for more clarifications.
else	Provide a technician or instructions on how to replace the drive without losing data.  I requested this on a follow up email but received no response.
else	lower wait times
else	Provide No update for improve performance.and
else	Contacting you was a nightmare and once initial contact was made, and initial resolution failed, it was then also very difficult to provide an update or change shipping arrangement that was subsequently instigated without consultation as to my availability to be in the office to meet the courier.
else	Make sure the part is in stock, so it can be delivered to the repair facility promptly. (The delay was to receive a part from Lenovo)
else	be more transparent with warranty offerings so that you do not deceive your customers.invest and broaden your customer support base with more technicians, so that repair times actually correspond to warranty's promises.when a problem is recurring, like my keyboard breaking 2 times, the same way, take in consideration that maybe the production patch is problematic and DO something about it! and don't forget. this time, u just shipped me a part. I FIXED IT MYSELF!
else	Improve on the technical efficacy
else	We really felt like we got the run around when it came to repairing our 6 week old computer.  We were upset and frustrated that only because we continued to call and complain was the new part suddenly made available.  The company should stand by its products, but have repair parts available in a timely fashion to all customers, not just the ones that complain the most!
else	better training your technical staffs
else	Wider range of on hand replacement parts.
else	Provide regular updates to the consumer, rather than have the consumer having to call to find out. There seems to be disconnect on the progress updates.At the point of collection, there should be a slip of paper acknowledging all the work that was done. No such slip was issued to me
else	Just improve the website for logging calls, every other aspect of your service is exemplary but the managedtechnicalsupportaccess.com is inferior to the old website in every way.
else	Sir, I am given the mobile on 23-Jul-2018 but still now 10-Aug-2018 I am not received my mobile. It's still under service for 18days.
else	Not at all just have cheaper parts for out of warranty
else	"Actually give me updates. The laptop was there for close to a month and when I talked to someone for an update, the repair was taken off hold for a ""part"" and when I asked why I was not given a status I was ignored and disconnected."
else	we are working in a 24*7 environment delay in receiving part effects productivity of end user. so one thing you need to improve is that time consuming in parts delivery.
else	First resolve this issue then i can give feedback for you
else	Inspect the problem by attending physically
else	I was never updated. site never update. I had to call several times. noone ever had answers
else	provide driver for windows 10 update
else	Need to improve vendor level support also while call logging so many proofs, videos and all are asking your technical team
else	Address the issue reported and return the laptop in the same or better condition than it was sent in. Or send out the replacement part if user replaceable like Dell or HP can do.
else	I could have received better help from the first tech support person I spoke to on the phone. There was a simple mechanical switch at the top of the screen that can cover the camera lens. I hadn't noticed it and the tech support on the phone didn't suggest that as the solution to the problem of the camera not working, even though the operating system reported that the device was functioning normally. As a result, I sent the computer to Tennessee, and the tech person there called me with the news.
else	how about providing a shipping box - we deal with Dell and they provide a shipping box for returns
else	Links for instructional videos were not correxct
else	It was very long to go through all your options on the phone but apart from that it was brilliant.
else	This is not the first time that Lenovo has sent a technician out with the wrong part. The technicians need to be instructed to (1) bring the right part and (2) check that the part they think they have is actually what they have prior to arrival. The technician was very friendly and competent once he got here, but scheduling with him was difficult, and I was very frustrated to again have to schedule twice because he didn't have the right piece at the first visit.
else	Make sure you test or ask for other details not given on telephone.
else	I shipped the unit in the original box and Styrofoam. it was not returned in the same box. I wish to have the box and Styrofoam returned.
else	Poor service I have ever received. My problem was solved but till the date I submitted my laptop for repair to you service center parts other than the affected part were functioning properly. Now my CD player has stopped working and there is a defect which has arised on the body of my laptop.I did not know that after submitting my laptop for a certain minute problem you will create other defects in my laptop. I am very disgusted by your services.
else	I had to wait for a part for almost 15 Days.
else	Worst customer service..repeated mails and messages and tweets to your company, CEO all ignored and never a response received for harassment, misinformation, hiding of information and error not resolved.
else	Shorter waiting time on phone
else	Call rather than email when discovering an issue or not seeing the issue replicated at the service centre. I had to call after getting an email saying that the issue could not be replicated and that the laptop was going to be returned unless I got back to them. I did call and after talking to them, it was decided to replace the wifi card and the problem (intermittent) has totally gone away. Actually speaking to a customer can be most helpful and I encourage this.
else	It needed a part cant remember
else	Ensure that the replacement part is not broken when it's unpacked
else	I didn't receive service - not required since I resolved the issue prior to the local service tech receiving the part. To improve service, get the required part to the local technician faster.  3 weeks is too long.
else	Faster repair times; don't make me have to follow up to get it completed
else	After one week after the return of my deice the camera again is no where to be found. I still have a warranty for 506 days left. The only thing I have installed is malware bytes. His Lenovo device has this installed and it does not affect his device. I would like a refund ( which I know will not happen ) so I could go get a new device.
else	Send parts that are not defective! The service person was very helpful !
else	I sent the projector in for replacement in it's original packaging including protective case. I received the new projector promptly but no case.
else	The tech who came is great, but the phone support is terrible.  I told the guy I needed the bezel around the monitor replaced 5 times and he didn't send the part.  As a result, the client didn't have their laptop for 5 days.  The tech who came has worked with us for years, he called asking us exactly what was wrong and when I told him exactly, he did confirm that Lenovo support did not send enough parts.  So he had to order it in order to make it a one time visit and he helped to expedite it as well.
else	Hire engineers, adhere to the next business day warranty, get parts in stock
else	Shipment of parts was too late, need to expedite this process. Rest all, good!
else	The machine was still not working when it was returned to me
else	Ensure your technician working on the equipment check all hardware is updated with latest firmware etc. my keyboard was replaced multiple times and still had same issue. It ended up being something else that needed to be updated in order for all issues to resolve.
else	I received very poor service to the point that an escalation request was submitted. I was told I would hear back from someone in 1-3 business days and heard back from no one.
else	Advise of necessary resets when the computer is returned. Auto time set not working. Required sign-on to Microsoft to recover custom dictionary. No other issues so far.
else	Send the parts to the correct service center. I took my product to a service center in Indiana, and the replacement parts were sent to a different service center in Kalamazoo Michigan. 100 miles away.
else	"Improve quality control so brand new units don't fail in the first weeks of use. Improve timeliness, frequency, and substantive content of communication with customers who have mailed in units for repair. Improve efficiency of repair process so customers aren't deprived of their systems for so long. Extend warranty for period of time customer was without his/her system as it was being repaired (under warranty). Inform customer of EXACTLY what was done to repair the unit. ""REPLACE PART"" is inadequate information."
else	PC was not fully tested before being returned, I ran memtest86 again and after 2 of 4 passes, there were over 800 memory errors! Also, the first pop-up after starting Windows was to update the bios, like really???  Called and talked to Lenovo agent to find out what was done, learned the motherboard was replaced, so why wasn't the memory tested and bios updated??? Also, I cleaned the laptop inside and out, and packed with the original protection insert (between keyboard & screen) and placed the laptop in the original protective sleeve. Neither were returned... :( I am very disappointed, since my laptop has been unavailable to me since the problems started almost a month ago. Laptop has two 8gb memory dimms, so I removed the top one and I'm in process of running memtest86, so far no errors after 3 of 4 passes. Will swap memory modules and retest to see if the other dimm is the problem. Too bad Lenovo support could could find and fix this since it was pretty clear that one or both memory modules were defective. Unfortunately, the screen grabs included with the returned laptop were ignored. Laptop was also dirty when returned... Sad!
else	Replace battery to pen update drivers and Microsoft updates
else	I had an a-typical return process because my mother sent back the wrong phone.  Everyone was very nice and understanding, and took care of the problem to make both me and my mom very happy.  We have been long-term moto users, and will continue to stay loyal!
else	The Google play services does not update. With  no update in Google play services all the Google app also not working .so I request u to make some update in this applications so my phone work properly as earlier..thank you
else	When the machine was returned there were errors on immediate bootup, and we tried to resolve them over several hours of troubleshooting, eventually only a complete wipe and reinstall of Windows was able to resolve. When PCs are returned, I would expect that these are resolved before returning a machine with multiple errors that seemes to be due to a hardware incompatibilty with the operating system.
else	system software not working as expected so come with better update .
else	Improve support.lenovo.com ticket updates
else	Friendlier receptionist, faster service, frequently update on the progress via email/sms.
else	Make sure the returns department can make outside calls.
else	It took rather a long time for the disks to arrive after I order them, order was placed on 17/05 disks arrived 12/06.
else	Please cross-check the part before sending it to the on-site
else	Try to reduce waiting times to speak to someone
else	My computer was not returned
else	Finding a phone number after trying to use online support was not easy.
else	Keep more parts in stock to minimize the shipping delays.
else	I received a replacement phone that has the same defect as the original phone I sent in to Motorola.
else	Better communication between the Engineers and Lenovo team in terms of parts that have arrived. This is because the engineer came yesterday stating a new motherboard was sent to me and I had no email sent to me regarding this. As soon as the engineer left, the motherboard arrived. Therefore Lenovo recommended me to send the unit back to them to perform further repairs.
else	I had to call at least 5 times to get this repair completed. Your phone menus suck, there are redundant options, it was impossible to find the number on your site, and the hold times are bad. Once I had shipped in my headset I received no notifications on where it was, and the service rep wasnt even able to tell me.
else	Time frame for response and resolution of the service
else	Resolve the problem I contacted CS about
else	Just test your machines whether every parts work or not before selling it.
else	Multiple issues with this service experience:1) Scheduling of visit was a hassle, had multiple call-backs and reschedules before a tech actually came to the house2) Tech was not familiar with the hardware at all.  As a result, he was not able to correctly install the new LCD panel.  He tried, however when the machine was reassembled half of the display did not work correctly.  He had spent 4 hours on the problem at this point and left saying he could come back.  I personally disassembled the machine, reinstalled the LCD (it was seated incorrectly by the tech) and discovered that he had not properly seated 3 connectors during reassembly.  After I completed my disassembly and reassembly of the machine, it worked properly.3) During my disassembly (after the tech had made an attempt) I noticed that 6 assembly screws and 2 rubber bushings located on the speakers were missing, presumably the tech had lost them during the process.  I still do not have these parts and had to substitute parts of my own that are less than ideal.I don't blame the tech entirely on this one - he could have done better but it was obvious he did not have access to proper training and/or information regarding this system.  This is essential if Lenovo is going to offer an on-site service plan.  Otherwise I think customers are better off sending in their hardware to a service center where properly trained technicians can work on it.
else	Lenovo never responded to my support inquiry!
else	Better cost for spare parts as the third party vendor are quoting higher.
else	Wrong parts were sent twice and then once the correct parts were installed the screen no longer worked. The laptop has been sent for service at the depot.
else	Need to set feedback by call. My battery issue is not solved still suffer from same.
else	Replace new parts
else	Ontime resolution with proper tests before handing over to end user
else	1) Keep a log of previous repairs and refer to it. I have received service for the same problem 3 times - first two the same solution was used, obviously not solving the problem. This 3rd time it has been temporarily resolved and it is creeping back in.
Agent	My speakers (which I had kept from a HP Desktop) were not working - your agent had them working in 1 to 2 minutes after getting control of my computer.
else	Phone reps should clearly identify what parts they are sending, why, and how/when they will arrive.  I got a lot of misinformation from one tech, I hardly know where to begin.
else	No coordination between getting the part delivered and having a technician call me. I had to call 3 times over 3 days to get a technician to call me
else	Havent yet received the laptop back. The laptop was deposited with the service centre people on 04.05.2018. Today is 22.05.2018. Almost 19 days have passed by.
else	please do not use low quality refurbished replacement part for on-site service
else	Problem reoccurrence and now battery issues along with freeze up
else	Stock more parts, have the technician actually schedule the next day once parts are available. Not call on Monday with them saying the plan on coming thursday or friday depending on their schedule.
else	Fix my laptop in the time frame promised in my service warranty - next business day (with a day or two allowed for shipping a needed part).
else	tried to fix problem but gave up and suggested I call Microsoft
else	contact information was not updated.
else	Computer after service became slow
else	Get the right parts our to Lenovo Tech
else	We were told there was water damage to the unit.  There was no communication or option to make any choices.  It was it's broken and cannot be fixed.   So we now have a tablet that is non functional with no options to fix or replace it.
else	Provide more updates to customers on the estimated collection date.
else	The on line update status needs improving.
else	The poor satisfaction has nothing to do with the technician who was very professional--I would give him a 10/10 satisfaction rating. I am not satisfied with the fact the part replaced (the screen) within a day began to exhibit issues that were not even there before it was replaced. Also, the amount of time I've had to personally spend on the phone (both on hold and having to make follow-up calls) contacting Lenovo about this issue (and the issue prior to it) has been exasperating--especially since I paid for next business day repair warranty and there is no timeline on when the parts to fix the screen will arrive let along when the screen will be replaced.
else	I purchased my computer and the screen went dark after an update and two months of ownership.  I never got a full explanation of what the problem was and my computer was returned without it's original power cord.  This experience has ensured that I will not purchase another Lenovo product anytime soon.  I simply wanted a second unit in case my main computer was not available.  I was very disappointed with this computer as I use the X1 Carbon at work, and have not have a problem with it.
else	Send the correct part - Correct details on how to return
else	try to improve your technical support. I am not happy at all with technical support.
else	I was told that I would have a service rep contact me within 3 business days to schedule a time for a repair tech to come to me to repair the laptop. No one has called me to schedule a time and no one has come to fix the laptop.
else	Check on the quality and installation of the parts.
else	Provide a telephone number that allows access to telephone operator
else	part received waiting for engineer
else	It is very difficult to get status updates for my product.  Please do something to make this process easier.  I also would like a chat feature which would help immensely with the accent on both ends of the conversation.
else	Computer was returned with same problem. Contacted Lenovo to discuss hard drive not connected. Your rep diagnosed the problem and asked us to return for repair. I hope this does the trick.
else	Please take note that the service is not fixed on phone. I am fed up with your Service Centre in Kuala Lumpur. Sent-in laptop in mid April. Checking and obtaining replacement part quotation took 1 month until mid May. Upon payment, waiting for replacement part to arrive for another 2 weeks. During collection upon done, waiting for additional 1 & 1/2 hour just for testing and checking. But prior to collection, being informed was ready to collect. Wasting our time. Lenovo is way behind from HP and Dell. No matter how efficient you are, please well-train your staff at Service Centre how to do deal better with the customer. Lack of follow-up, no response to email. Terrible service ever.
else	the phone options to get to the tech could be better.
else	faster replacement parts
else	Faster resolution. 2 days or less.
else	Better call center that doesn't lie about when a technician will come out.
else	Easier recovery process for failed IME firmware update? ;)
else	The part has arrived and is on hold @ UPS, but no technician has contacted me to schedule replacement.
else	Hire a better technical team
else	it took two weeks for a technician to arrive and install the replacement part, turned out the replacement was faulty.
else	The several times I have ordered or had to have warranty repair service/support have been overall unsatisfactory. Your systems, processes, and staffing need a complete overhaul
else	"When I followed my carrier's advice (Republic Wireless) about getting my ""ghost screen"" Moto G4 replaced, and called your Moto Cares phone number, I was shocked to learn I had only 5-7 days to return the old phone once I received the new one, as I knew I had to wait for a new SIM card from Republic Wireless before I could activate the new phone, and would have to keep trying to use the malfunctioning one. On top of that I had major surgery scheduled, and would be recovering while waiting for that stupid SIM card because Republic didn't have the SIM cards in stock, delaying the order, and then bad weather delayed UPS, I called Moto asking for an extension of the 5-7 days for returning the old phone. Your representative said ""Sure, we won't charge your credit card the $200 and you can have 10 more days"" YET I HAD NO PROOF OF THAT, he could provide me verification of that extension. So for days I worried Motorola would be charging me $200! Your return timeline for the bad phones is vague and awkward, and very, very stressful.Also, when I FIRST called, the girl told me I *had to agree* to a total cost of over $250! This included the $200 ""deposit"" you attached to my credit card dependent on my sending back the old phone, but also, she said, tax. I knew getting the new phone would cost $24.99, and I happily paid that, but the other +$25 that she was incapable of justifying stank of extortion. There is no way you could charge a 100% tax on $24.99! Luckily I was NOT charged that extra fee/tax/rip-off, but what is up with Motorola DEMANDING overpayment be approved by the consumer? Not cool Motorola!"
else	I believe wrong replacement part was initially delivered, thus causing original on-site technician appointment to be rescheduled. This caused a a day or 2 of delay but really not a big deal and transparent to me.
else	I contacted Technical Support 2 times. The first technician that I spoke to over the phone was not very helpful and seemed to want to get me off the phone as soon as possible. He also was unable to fix my issue. I would have appreciated if he had taken more time to troubleshoot the issue, as the second technician that I spoke with was able to fix my issue almost immediately and reported that it was a known issue.
else	When the ticket was initially logged I did not receive a conformation and no follow up. It wasn't until I called the service desk did they give me an update.. The initial reference I got when logging the ticket on the website was also different to what was logged with the service desk..
else	Provide us with ETA; Frequent (daily) updates on the status
else	Speed up the return of my product, as it has now been out of my possession for at least 7 weeks.
else	replace my defective lap top with a brrand new replacment. Same model not looking for an upgrade. Just what I paid. A good working system Which I DON'T have today.
else	Faster problem diagnose and provide parts earlier
else	Better communication regarding receiving of device and  return
else	Streamline the process: Make repair requests easier to request and speed up the shipping process by using faster shipping methods.
else	The phone provided for service was in working condition and now The phone returned is not in working condition
else	update the training videos for your mirage daydream VR headsets.  Expeditions does not work exactly the same way your videos say they do.
else	Send the correct working parts to the on-site technician
else	Prevent the same issue from reoccurring
else	Better feed back on the status process had to keep calling back to get it moved from Service ticket entered to then getting parts ordered then to get service scheduled.
else	Our computer was not built when it was first went to us then we had to wait over 20 days for them to returned and then this one was not working.
else	The only problem was the difficulty of understanding the technician due to background noise.
else	fault rates with this unit are an issue. I would not go out of way to purchase. yes they all get repaired but rather not have the fault in the fist place and have had a lot.
