tier_1	comments
else	faster warranty update and better services related to the warranty of the product.Better understanding of the issue by the tele representative was there but still it took too much time coz of warranty updation issue
else	The vendor said they would return the replaced hard drive and never put it in the box.
else	A quicker response to the issue and clearer instruction on how to fix the problem
else	no support on the phone, and could not understand support sent by email. notebooks hard drive in full and it is a piece of crap.  I WANT MY MONEY BACK
else	Lenovo cannot actually return emails, answer the phone or respond back to Messenger requests.  We received this device and IT IS NOT OURS.  Immediately, we emailed Lenovo to inform them of this SNAFU but did not receive a response so another email attempt was made without response.  We called Lenovo and hung up after waiting over 15 minutes for a rep (I had to get back to work).  Lastly, I tried using the Messenger app to reach out to Lenovo.  Someone responded to me on Monday and requested info, I responded back and then was asked for additional information to which I responded back with on Monday night.  The last message I sent was never even opened and it is now Wednesday.  Not only does sending someone else's device to us show a total lack of competence but it is expounded upon by the fact that we cannot seem to get assistance in getting it back to the correct person!!!!  I surely hope someone actually reads this review and finds it in them to actually contact us about this matter.
else	Not dent my laptop and return it in a more timely manner.
else	SYSNET GLOBAL the official vendor who was taking my call to resolve the issue was very bad at service.
else	I have been waiting 4 weeks for an engineer to arrive, part has been shipped 3 different times now.
else	Waiting on call from 3rd Tech with new parts.  30 days still unresolved.
else	speed up part and engineer getting to site. This call took 5 business days
else	wrong parts have been delivered twice. Now the thrid delivery. No tecnician showed up yet so my is still not fixed nor do i know if the right parts have been deliverd yet.
else	Better timings for service professionals. I leave home at 10 am and come back after 9.30 pm on a weekday. Can't expect me to be better available on weekdays, so either provide late hour service or service on weekends.
else	I had a complete lack of communication from the Lenovo service center, with Lenovo representatives forgetting to order a replacement part for our laptop or book an engineer. Very dissapointed with the service serviced. Communication with the engineer attended the site was fine.
else	The worst service ever I've received from any service centre . The problem was barely solved , I had to visit the service centre twice in 5 days , keeping my patience I went again n cooperated well. Then after when I came back home the same problem still persists , my charger was working perfectly fine bt the fellow lady sitting at the service station denied the fact n told me get a new one . The service centre even removed a part from my phone which further led to a problem . This was by far my worst experience . Will never buy a Motorola mobile phone in future and will tell others the same .
else	Laptop has been returned with the same problem
else	Treat every special case less generically. Basic solutions are easy enough to find online. Support should provide advanced help.
else	Respond in a timely manner, use an alternate form of communication if one does not seem to work, send a tech with the right parts. It is really that simple.
else	The machine had a different processor when I received it back.
else	Serial No-PF0VVBHJ SO No-7009064434 With due respect,  I claimed my ADP warranty ,which on online diagnosis had registered 8 parts replacement. But after a few days , an engineer visited on the site for offline diagnosis and he reported 7 parts replacement claiming that the D part will be fitted after replacing the C part. So no need to change the D part. But when the engineer visited on site for replacement of the parts on 12th of December, the D part was not fitting with the C part . On claiming for a revisit, the engineer came very late and that too on 31st of december after 20 days .   And in the onsite report of revisit , It is mentioned that Harikesh sir will deal with the matter and certain screenshots & photos were shared with the revisited engineer on his whatsapp as directed by him.  But no one replied to me since then. Its mere rubbish that this typical nonsense quality of service is provided by LENOVO where the onsite engineer gives assurance that my problem will be resolved and then no one even contacts me till I make a call from my side. The case is still not closed. Please give me the updates as soon as possible because my warranty is going to end by 26th of january,2019 . The name of the engineer with whom the snaps are shared is PABITRO MOHANTY. And the service report of onsite engineer for diagnosis as well as the revisit case is attached. Also the online diagnosis conducted earlier(where D part was mentioned for replacement but then denied by the engineer who came for offline diagnosis ) snapshot is attached & the laptop snaps are also attached. Please handle the case as quickly as possible. FEEDBACK: very bad service.
else	Sir, I bought Moro x4 thinking that (typically) Motorola is known for giving updates as Earlines as possible, but sorry to say no updates at all . In coming days android p would be launched and I have not got update for android 8.01 ! Moreover my security patch is of December 2017. Dont know why like this, is this because of Lenovo!   thank you and I am also suffering from heating issues and easy battery loss.plz do reply.,thank you
else	The first request resulted in some (but not even the most important) parts being sent to our home, along with a box to send the computer out to the depot. We have on-site service, so the box should never have been sent, and the most likely cause of the problem was the video cable, but only the display and screen bezel were sent. Once the video cable and technician were dispatched, things went very well. But the video cable and on-site technician should have been dispatched from the initial request.
else	Wrong part supplied and assumed tech was organising the correct part
else	My laptop isn't even starting now.within two weeks of service.i came to USA.i don't know what to do now.
else	improve wait times. quite a few options to go through and some where repeated
else	Laptop returned, but without Windows installed
else	I don't remember service call on that date.
else	Im still waiting
else	return phone calls, follow up on tickets
else	Faster fixing times, and better service on the phone
else	provide parts with a nbd replacement
else	The deposit to get the new phone first has still not been returned to my account.
else	Keep more spare parts in supply locally
else	Sending the parts to the engineers when they need them and telling customers when they will come. The online service/system could be more user friendly.
else	Don't leave me hanging for a month when I request updates/escalate everyday... Do you guys even have management?
else	You sent parts to the wrong location. My 3 day service call turned into a 2 week ordeal. You closed out my initial service ticket with zero communication. The technician was professional.
else	Still waiting on a return from depot
else	Do what the warranty promised and fix my laptop faster than two months!
else	I m waiting for my display to be changed it was in warranty
else	build better parts
else	Ensure you have the correct replacement part first time
else	didn't receive the back of original phone with the original warranty phone returned to me and had difficulty getting replacement phone to recognize the sim card#. However, I just received the original phone back cover yesterday and also be advised that Verizon assisted me in getting the phone to recognize the sim card after I had spend way to much time on line without success with your ladies to get the sim card to be read on the phone without success.
else	Have parts on hand.  Delayed resolution because part was not available.
else	More timely resolution, and if not, definitely better communication about it.
Agent	The accents was difficult to understand during part of the conversation and we did not want to be rude during the conversation, however being able to speak with someone who speaks clear English would be helpful.
else	Have not return my tablet
else	Provide an update and notification of the resolution. I had no idea when the notebook had been repaired it was only when my daughter came home with it.
else	Initial pickup from a residential location was unsatisfactory: courier did not collect on the designated day and no communication received.  Pickup on the next day required 2 phone calls to resolve.  Having the option to drop off at a courier depot would have saved much inconvenience.
else	I was informed of battery replacement but no information received for new battery replaement.
else	I received email notifications with status updates after the fact.  For example, I got word that the laptop had arrived at Lenovo well after the repaired unit was returned to me.  More timely status updates are the only area of improvement.  Everything else was great.
else	Pickup and return services should be improved
else	Make the background noise quieter while communicating with your service rep. There needs to be a filter added to mask toe sound coming through the MIC.
else	Please have a better customer service system so those who track the stays online can reach folks to get the status. After being on hold for 45 minutes two times, and being transferred twice, no one could give a proper answer.
else	bad motherboard sent as the first replacment
else	Still awaiting replacement item
else	Faster response and action?
else	I did not receive any email or call informing me that my laptop was ready for collection. Unsurprisingly, I received 3 emails from Lenovo for this survey.
else	Sometimes my service number did not show up when checking repair status.
else	Improve all aspects of Pro Support, call center, availability of spare parts very poor, communication standardized without any service feeling and totally anonymous. In case of lost line, no call back......etc.
else	Still waiting for Mgr to call back
else	Show some punctuality & change your inexperienced engineers. They are not at all good. Specially in Bhubaneswar & Balasore.Serial No-PF0VVBHJSO No-7009064434With due respect, I claimed my ADP warranty ,which on online diagnosis had registered 8 parts replacement. But after a few days , an engineer visited on the site for offline diagnosis and he reported 7 parts replacement claiming that the D part will be fitted after replacing the C part. So no need to change the D part.But when the engineer visited on site for replacement of the parts on 12th of December, the D part was not fitting with the C part . On claiming for a revisit, the engineer came very late and that too on 31st of december after 20 days .  And in the onsite report of revisit , It is mentioned that Harikesh sir will deal with the matter and certain screenshots & photos were shared with the revisited engineer on his whatsapp as directed by him. But no one replied to me since then.Its mere rubbish that this typical nonsense quality of service is provided by LENOVO where the onsite engineer gives assurance that my problem will be resolved and then no one even contacts me till I make a call from my side.The case is still not closed. Please give me the updates as soon as possible because my warranty is going to end by 26th of january,2019 .The name of the engineer with whom the snaps are shared is PABITRO MOHANTY.And the service report of onsite engineer for diagnosis as well as the revisit case is attached.Also the online diagnosis conducted earlier(where D part was mentioned for replacement but then denied by the engineer who came for offline diagnosis ) snapshot is attached & the laptop snaps are also attached.Please handle the case as quickly as possible.FEEDBACK: very bad service.
else	Please send the correct number and type of parts needed.
else	Speed it up and more communication as to when it is returned.
else	Tell me in writing how I can stop notifications coming in daily (or more) that ask me to 'tap my computer with my phone'
else	Very long wait till I reached a representative.
else	Better customer service, call back your customers when requested.
else	kindly arrange the parts asap
else	"I believe that the technician should have more parts on hand. For instance, he discovered that one of the batteries was ""bloated"" when he opened the unit to replaced the system board. Now I have had to order one and I will replaced it myself."
else	Have better communication, respond to emails in a timely manner, stock parts closer in the north east, set clearer expectations when replacement hardware will arrive
else	laptop returned to me with a broken bezel when it was not  sent that way
else	Warranty is for next day service, but it took nearly a week to get the PC repaired.  Had to wait on replacemen parts.
else	Please resolve all our complains on time
else	Don't forget to return the power supply that I shipped you. Or change the instructions to no longer recommend mailing in the power supply. Fortunately, after I informed Lenovo about the missing power supply, they responded quickly by sending me a replacement.
else	Better support for technical faults including model specific problem with lenovo's hardware with windows 10
else	Brand new one was repaired 3 times now,,,advertisement is bigger but quality is poor.
else	make sure that BITLOCKER is not on when you return the machine to a person if it was not on it when you recieved it.
else	Get someone that is more knowledgeable with how to do the work that they're required to do instead of contractors
else	To deliver the part at the earliest
else	1. near the end of the first year in use, my laptop's keyboard became unusable. after a looooong time on customer support via mobile phone, and after 2 weeks of waiting time, the technicial finally came, and  installed a new keyboard.2. near the end of the second year in use, my laptop's keybaord became unuable AGAIN, with very similar problems. This time, i issued an online form for help and the replacement part arrived the next 3 businesses days. I swapt the keyboard in myself. everything is ok.3. about THREE WHOLE WEEKS LATER, the technician decides to call me, asking if i am at home to come by and fix the problme for me. no need. he just took the old part back! if lenovo cannot support next business day on-site warranty, then specify it in your warranty conditions so that customers know whether by buying a lenovo machine, they will get stack with even the tiniest problem for a month before they can use their laptop again! at least be decent if you do not afford to widen, and enhance your customer services lenovo! at least decency! plus, it would be great to create a program where unsatisfied customers can turn their laptops in and be able to buy new ones at reduced prices!
else	Fix the Canadian web site to accept serial numbers of newly purchased machines from the U.S.Make contacting Lonovo easy as opposed to difficult. General phone number. Phone number or electronic contact for the solution to the obvious identified problem that shows up in red on the site.Make finding a user manual easy on the Canadian site.
else	Allow to bring more parts for the On Site Engineer instead of waiting for parts.
else	I had to visit the service center twice for the same complaint,on my first visit they reset my phone but the problem was not rectified.It was an eyewash.The problem was  cracked sound from ear speaker( receiver) during calls.on the very first visit they didnot replaced the ear speaker only reseted the phone .On my next visit after 2-3 days i had to tell them to replace the reciever.pathetic i had to wait for 2hours.then an extra hour for them to reset the phone.This time they replaced the defective speaker(ear reciever). That too on my second visit.Service center- hcl touch shop no 155 sector-3 rohini aggarwal city plaza manglam plaza near m2k rohini.Pathetic experience.
else	take care of returns in a timely manor
else	Send a box to return the item
else	The problem with the delay in service is because the parts is not available in Canada.  Levono should constantly check the parts stock level to ensure the prompt service.
else	Be more willing to help with shipping labels, etc.
else	This first employee did not set anything up for a laptop return.
else	Answer the phone and not hang up when i call for support, give an accurate time estimate, keep the customer updated when things are not within the usual parameters
else	The return time was too long
else	Make your laptops less v ulnerable Microsofts update failures
else	You can improve the customer care as the users are not always technical so better the issue should checked while visiting as its difficult to resolve it on phone due some technicalicity.
else	Get parts in faster
else	A better job of stocking parts or expediting delivery for an out of stock item.
else	The materials provided to return the computer tp you were not suffecient.  The computer was damaged in supping back to you. Same type of material was used to return the computer to me.
else	Keep customer informed and updated of support issue
else	faster  time of parts delovery
else	Problem with return policy
else	Provide techs with spare parts sufficient to cover all possible problem solutions.  This will ensure that the problem can be solved in one support visit.  It took 3 to solve my problem.
else	Still waiting on field tech to call & schedule service
else	More information in email updates
else	I am receiving a survey and have not been delivered a part yet. On average (9/10 times) items are on back order. This severally causes disruptions to our business. Please correct the back order issue.
else	fix the problem - since the last Windows update, my on screen message for cap locks on or off does not show up.
else	decrease waiting time.
else	faster/effective repair or replacement of defective equipment
else	yes but the original parts spoil before even a year
else	I have twice contacted support regarding my warranty (according to lenovo starting in June, but I purchased it at the end of November), sent in my receipts (to the email given me) and NOTHING HAS CHANGED. YOU HAVE NOT DONE ANYTHING AND THIS IS A RIP OFF
else	Lenovo should not install incompatible drivers in the first place or have them as recommended updates and the first consultant got me to do such things as battery reset which was obviously not going to solve the problem given the symptoms I described but I had to waste time doing it.
else	train your staff on how to deal with multiple inquiries (from schools or businesses with multiple devices) I could not understand the woman on the phone, very broken english
else	Better tech support , parts are always on back order, Lanovo can not replace more than one part at a time, next day means 3 days, you have the worse support in the industry .
else	Do not install faulty parts
else	Fix items faster and give customers an accurate time frame when they should expect their product to be returned
else	Better training of the tech that process the returns.
else	Tech did not coordinate with the user and came when she wasn't there.
else	Lenovo dont have quality, either in their product, spare, support service, problem resolution chain, anything.... it might be my personal experience but Lenovo is a failure at each component.. It had a brand and trust of professionals but now it had gone to its lowest... Im assured sooner we will see lenovo fading from the market....
else	"I had a battery failure on a Phone that I had recently received as a design refresh from Motorola. I had not had the phone for even a year and yet I was expected to pay out of pocket for a replacement device to be overnighted to me. I was without a Phone from the time the device failed, a device that had already been paid for! There is no reason that I would have to pay more money as a deposit to receive a replacement device that was still in its warranty period. I ended up buying a Samsung Galaxy instead of paying a deposit and sent my device back for replacement. Motorola should stand behind it's products, including the ""deposit"" for replacing said devices if they are in warranty."
else	The first time I called the individual said he couldn't help! So not a good call there - I called Lenovo # on internet screeen. The second time I called 2 hours later Rachell was very helpful and tlked/walked me through the process. Excellent service.
Agent	Customer service agent lack of product knowledge, and only basic troubleshooting skill.
else	About my laptop in November, received it in December of 2018, and right away had problems with the shift key. I sent it in for repair, and got it back, and it had two more problems. It would not turn on, most of the time without clicking the reset button in back, and the USB port would not work and kept showing a power surge on USB port error. I called back to customer service, and told them I wanted a replacement because I thought this device was a lemon. This is supposed to be the top of the line ThinkPad product. However the tech support team could not offer me a replacement, so they forwarded me to the sales department. The sales department forwarded me to post sales department. The post sales department was completely not helpful, and extremely frustrating. They offered absolutely no option to resolve my problem such as exchanging for a new device, or extending or upgrading the warranty so that I feel confident in the product. It was incredibly frustrating and at this point the only option I have is to write a bad review online.
else	Collect the necessary information once and not re ask for it every time I call them. It would also be nice that they take care of calling back when they say they would instead of having to call you back 3 times to finally not get any results...
else	Thoroughly check equipment for damages when received so additional repairs can be made for paid customers.    Run some diagnostic tests to be sure that all equipment is functioning as desired.  I understand that Lenovo has gotten a bad batch of replacement LCDs ( in the case of Gen 1 yogas)  but I should not receive equipment with a replaced screen that does not function correctly.  Returning equipment is easy but having to send back equipment that has reported as been repaired and having to send back again is just frustrating.
else	No one came as expected and I never received a call.
else	It was late...it took 10 days to return my mobile
else	Better communication, clear updates and a better explanation of the issue
else	Wait time for parts availability
else	The device took almost seven months to be returned and there was no communication as to why it took so long. Since normal turnaround time is about a week, this is a monumental amount of time for service.
else	Hi ,,  Hindi is not a national language okay  ,, we are in Karnataka So please  feedback language list in add Kannada also .
else	Improve price quote time frame, and response time and provide reseller channel for price to their customers
else	Poor services, not on time, poor service engineer response
else	still waiting for a service engineer to make contact
else	Please timely update the status of the SR
else	Should have let me know why the motherboard spoiled when I came to pick the repaired laptop instead of saying no clue, until I and they  knew that the battery was faulty which was the reason that the motherboard  spoiled, when I came back the second time, when my the laptop was not charging after the repairs.
else	The wrong part was sent twice and ultimately I had to send the laptop in for Depot service to get it repaired.
else	fulfill a promised call-back maybe
else	Have better stock on parts. Add more techs in this area to ensure that the NBD SLA is met.
else	Customer-services training to your technical team. I found the first technician who came to address the issue I had to be very dismissive and unwilling to hear out my issues.
else	faster repair time especially when i pay for on site repair.
else	1.  Improve Level 1 technical support and published support number, I had to search the web and hunt for the support number, and ending up calling customer service instead.2.  Stock of parts and materials. The 30 days lead time to resolution was due to a backorder on the system board.
else	I was not notified when the technician came out
else	Still waiting for phone return
else	Quicker availability of replacement parts.
else	Make sure the engineer has the correct part on first visit
else	Faster parts delivery to tech. Clear location of delivery. Check with tech, as he reported some confusion.
else	Find overseas call reps that actually LISTEN to what you're saying.
else	I am extremely unhappy that  my computer was returned with Bit Locker which it did not have before and no one could tell me the reference key to access my computer.
else	Need technical training  to Your diagnostic team
else	Faster return shipping
else	Thoroughly test machines before returning to avoid downtime / additional returns. Include an option for customers to drop off the item at local DHL Express Centre if they can't wait at home between 9 and 5 for pick up.
Agent	Each case should have a checklist of information obtained during the first call to avoid unnecessary repetition of questions and procedures in case a second call is falls on a different assistant. I had this problem and is was kind of annoying.
else	Pathetic & hopeless service support, I had number of times requested product replacement but they busy wasting time to repair and still the product is not delivered same still with service center.
else	Be able to meet the one business day service.  In this case we waited over a month to get the part and eventually got a new machine because of the delays.
else	Received damaged parts
else	hire experienced and sound knowledge people
else	be faster and return the item damage free
else	Use reps who can speak understandable English. It was bad enough that the online chat couldn't resolve my question, so I had to call customer service, but then had to work with someone who couldn't be understood. I asked her to put someone on whose first language was English, but she ignored my request.
else	Verify that the part is shipped.
else	Ensure the correct part is shipped; saves time for the technician and the customer.
else	Communicate a wee bit more proactively with needed parts are delayed
else	The computer was returned without any description of problem, items replaced, etc.
else	Listen carefully and employ suitable partner to deliver services. Part required was delivered late by DHL defeating the purpose.
else	- Send a tech when promised.- Don't tell your partners they are incorrect when there's documentation stating otherwise.- Send parts to the desired location
else	Give more updates on the status of the repair and if someone is waiting on a part for a repair, provide the tracking info for the part they are waiting on.
else	there was confusion regarding which delivery company you use: while I received SMS from FedEx, your email indicate a different company
else	returns faster
else	Wanted to charge  305 to  to repair a faulty HD that was no fault of user  it was 4 months out of warranty it only cost 325 new
else	Do not notify of updates without saying how long they will take.
else	faster response time in chat window from tech
else	Not keep unit at depot for over 13 days for no apparent reason.
else	I didn't receive my laptop yet. I have no idea where it is.
else	Don't force someone to give feedback.
else	This is an ongoing repeat technical problem that Lenovo cannot resolve after many repeated attempts, which has led now to a complaint that has yet to reach an acceptable conclusion.
else	Send right part. Still waiting. Its be about 3 weeks and still need my lab top fixed. Still waiting for my part to arrive.
else	customer is not able for problem trubulsutting self  he is operator of computer  he has no  knowledge of computer hardware
else	Additional communication when shipping parts directly to customer.  Part was received containing installation information as if for self-install.  A day later the technician called to schedule appointment to install just as self-install was about to take place.
else	send not refurbished parts
else	There seems to be a problem with your local vendor, specifically with scheduling when to come out. There was no contact by them for three days after they received the parts.
else	Recall the faulty parts timely.
else	Start trusting customers & value their feedback.
else	Better tracking of what is happening with the workstation while it is sent in.  The notes were really good for a while, and then a week went by with no updates.  Was it waiting for something?
else	Not to have people hang on the phone for ages.  My phone bill has doubled this month because of this. Make more options.
else	as per commitment your service engineer didn't come for bios update.that to be for a 8 days before system.
else	Lenovo didn't listen to problem and shipped unit back broken. The phone rep then directed me to take the unit 1 1/2 hours to a repair shop that wasnt authorized to work on it. Had to drive back 1 1/2 hours to retrieve it. Computer is back at depot repair.
else	better on-site service, and better replacement parts.
Agent	Do a follow up because the problem is not fixed.
else	Add Lenovo tablet option on automated technical support phone system options so people don't have to try several times to get to the correct place for help. For example: I was not aware my Lenovo tablet TBX103F was called an IDEA pad, therefore it took me several calls to get through. When I reached the correct place all went smoothly.
else	After the service my laptop is experiencing sudden restarts with blue screen of death. I would like an technical person to look at this issue
else	Make part return easier and less time consuming
else	Get my computer back when you advertise it to be returned. Dont make me call/chat 6 times in the span of a couple weeks to get yall to expedite the process. When a computer just needs a diagnostic run, put that at the front of the priority line because its so easy to do. Do not have my computer (which has been repaired and waiting for a diagnostic) sit for a month while I do not have computer access. Communicate better with the repair depot to get repairs processed quicker.
else	Support team didn't explain that the courier was already booked when they emailed the return labels. Therefore I needed the laptop collecting form work, but they scheduled my home address.
else	respond to my call. an email was promised but not received
else	It was not solved and I haven't heard from any of the onsite technician contact me at all. Now yall ask for my opinion?
else	I had a  problem with the instructions on   what  steps to take to  return the  ThinkpadThe  instructions  were  beyond  my  knowledge  of  computers (use  of  initials  /  acronyms ) . I had to call tech  service  for  help,  and  in the  end  I  was told  to  ignore  most of the  instruction  because of the  type of problem I was experiencing with the computer  ( i.e.  fan error) .   Just  something  to consider,  we are not all tech  savvy.. The  tech  service   rep(  Dalton)  was  very  helpful..
else	The call center staff were rude, used technical jargon and the first contact did not deal with my query
else	My phone was returned in a timely manner.
else	My computer was bricked by the latest Windows 10 update and I had to pay 70 locally to have it rebuilt. Lenovo offered to pick up and assess my computer for repairs, but last time that happened they lost my (other) computer for weeks on end and I was offered no compensation. I do not trust Lenovo service and will not buy another Lenovo product. However, the servie assistants were courteous and I cannot fault them personally. But Lenovo as a whole did not resolve my issue.
else	Send a a box for the return. The school that owned the laptop did not have a suitable box and the packaging that the sent the laptop back in was adequate but ultimately did not bounce.
else	Well, my computer came back for the 4th time not working. But this time I was demanded to pay to replace the charger that was in Roma Ted as the problem. It wasnt. I asked repeatedly for the computer to now be replaced entirely. Its still not and Im incapacitated in my work. This is now a serious issue and I will investigate what measure I should take. Unless you guys wake up and replace it for good.
else	Provide technician with the correct parts to resolve the issue at first attempt.
else	The parts which were replaced didn't worked at all after some time and which lead to complete system failure
else	faster to get to site to do the repair and better supply of spare parts.
else	expedite the SLA and service response
else	Improve wait time, and transferring calls between different departments
else	provide status updates on the Lenovo website -- the tool is in place but just was not used.
else	Some of the service center's excutive were not so professional as they had to be
else	Send new original part rather than sending used parts
else	it was very difficult to figure out how to access the update information
else	your representative was a bit hard to understand on the phone
else	Stop selling products that are not fit for purpose - 32gb emmc  laptops with windows 10 which cant update. Marketing info said easy to update for years to come not true
Agent	Waiting on address to send to repair agent or be replaced for customer. Haven't heard back as of yet.
else	Develop a local partnership with technicians in bend Oregon
else	When they take new phones for service, we expect a backup phone to be given to be used till we get back our phone. This was not taken care and also phone was not returned on time.
else	Lenovo is just throwing parts at it.  No troubleshooting or diagnosis.  Now device is being replaced all together.
else	Make sure that the technician assigned to replace parts contacts us before the part arrives if it is a part they will be swapping.
else	I called for the 2nd time on the same problem. The first time they sent a LCD to be replaced. When I called the second time, the CS rep on the phone said they would not send someone out to fix the computer unless I update the BIO's. My computer goes into sleep mode when I move the monitor screen on the laptop. When I asked to speak with a supervisor, he said there wasn't one so I asked for a call back which I've never received. If they would contact the technician that came out the first time, they would know what is needed to repair the laptop correctly.
else	Pick up the call faster
else	appreciate followup call from Lenovo technician after receiving online complaint report
else	I'm waiting for a part from another supplier (cyberport.de)
else	With regards to this call it's the second of this model of laptop with a fan failure after just a few months, so I suppose the obvious thing to say is fix the fan so we don't need to log a call in the first place! Other than that, the call was fine; a bit slow but that wasn't really a problem this time around.
else	Decrease wait time for pc parts
else	Not proper response.I could no talk to  senior/ Manager Mail seen to Mr.Sudhin Mathur (CEO) sudhin.mathur@motorola.com was not received & rejected.Now I am going to consumer forum.
else	I submitted an electronic ticket and got an email indicating that within 30 minutes I wold receive instructions on how to proceed to get service for my computer.  I waited a day and there was no instructions.  I called the premier support number and spent 90 minutes on hold before giving up.  I then called the regular Lenovo Thinkpad support line and they told me that since I had premier service they could not help me.  I then spent another 90 minutes on hold before giving up.  I tried resubmitting my repair request online only to receive an email that my request could not be processed.  Presumably this was because I had already submitted an online request already.  So I called the Premier Support phone number once again and just left my phone listening to the music for nearly 2 hours.  Finally someone picked it up and i was able to receive assistance.  I am extremely upset -- I paid heavily for onsite premier support, but what I got was a dead end rabbit hole that excluded me from the regular Lenovo support.  There must be a better way to handle large call volumes on Lenovo Premier Support.
else	My laptop returned from warranty exactly with the same problem.
else	provide phone support.
else	faster repair turnaround
else	there was no communication from service center on updates. we followed up with the service center all the time. call no was also not given. and they told to follow up with toll free no . we received some information from toll free no which was not maching with service center
else	with the service I received it could not have gotten better excallent
else	Come up with better solutions than have to mail my tablet in, and also put your telephone number on your website. It's like you don't want people to know how to reach you. I had to download a user manual to get the number.
else	Improve listening and technical skills. Lenovo techs need to listen and understand the issue. This particular issue still isn't resolved. It  has been almost a month with 3 different Lenovo case numbers assigned to one problem. This is just one of our problems. We have another outstanding one that has been in the works for a few months. And, that issue still isn't resolved.
else	The part were left at UPS for days before i received a call from a local tech.
else	employees don't have knowledge about device
else	Faster resolution of problems
else	Not return it broken?
else	no response
else	Better updates on status of machine. Was very difficult to contact someone who knew where my machine was, and when it might be ready.
else	As I have already kindly improve your remote technical support team both in terms of technical support and custimer mail response time.If possible provide escalation matrix in the signature.
else	Time of PC repair/spare parts delivery
else	Reduce wait time to get parts. it took nearly 4 weeks from date ticket opened to technician got the parts.
else	Better treat your customers by giving them updates and not keep them in the lurch and having to call in themselves. If repair is taking too long, offer a laptop loan or something similar. People often need their laptops urgently for work, and without a laptop during the repair period can cause a lot of inconvenience.
else	When calling for information about the ticket, wait for said information before returning the device. Additionally, as someone who works in information security, I do not believe it acceptable to request all password in order to troubleshoot.
else	Let your representatives know of issues that you are having with updates before a customer calls.
else	Use new parts instead of refurbished ones.  Two refurbished used failed.
else	The turn around on this repair was very slow. It wasn't until I made a call that I found out the repair depot was waiting for an out-of-stock part. Some sort of update telling me this would have greatly reduced my frustration.
else	Don't take a month and a half to return a product. Also keep updates on the product easily accessible.
else	In my Moto set the main problem was that while i was using cell while charging lots of apps automatically starts to open & close, & the set hang frequently,   When I visited on first day on 17th they updated the software, the problem was not solved, Again visited very next day , I had to deposit the set , as I was told that screen was to be replaced. I got the set on 25jan,  But the problem was still not sort out. I was out of town for few days, yesterday i visited again, they again tried to update some software, but the problem continues
else	I have received zero updates on my open cases.
else	problem reoccurred on next day
else	Should expedite the resolution of the issue.
else	Still wait for update on s/n and model on the BIOS
else	Provide a mailing box, or offer a new swap unit
else	Replacement part check
else	There was a few day delay between the time the laptop was received to when I was notified it was put on billing hold.   Service level (getting our laptop back) is very important to our business - we need a fast turnarond to the timeframe originally quoted.
else	Communicate better on the status of my computer repair, do the repairs faster.
else	Please resolve issue on time which is share by you.
else	speed up repair times, better comms from support team
else	Stop suing cheap parts
else	Communication with Lenovo technical support was difficult and seemed disorganized
else	Fix the issue on time
else	There were software issues after I received the laptop back. I had to use system restore.
else	My computer started to have issues in the first month of use and for all the reviews I've ready about that model (unfortunately I read the reviews after I bought the computer), the problems my computer had are common in the yoga series. So make better computer and help your costumers  the first time they make a complaint do not make your customers contact Lenovo three times to get their problems fixed.
else	Took over 2 weeks to have a simple keyboard replaced for a new laptop that was DOA. The service desk were slow with responding to updates. onsite technician however was prompt.
else	Solve the issue that caused the return.
else	My screens were frozen when my computer was reset and returned to me.  I have not been able to callBecause Ive been in the hospital but I need helpTo even change time from pacific to eastern on theFirst page which is greed out and then update theOther pages before I can even try to sign on.
else	Availability of the parts
else	improve the wait times for customer support hotlines
else	More communication when call is closed
else	kindly notify the exact date of return while taking the product for service
else	Provide regular updates
else	No response to calls or emails
else	The serviceman was from a third-party service provider and he wasn't familiar with the hardware of my Lenovo Y700 notebook. It'd be better if the servicemen have been trained specifically for Lenovo products.
else	Faster turnaround for parts delivery. Hewlett packard is able to deliver parts within 48 hours (worst case).  I've been waiting for close to 2 x months.
else	See previous comment about return delivery.
else	Quality of the Lenovo needs improving, this is the third repair of the computer display.
else	Answer the phone quickerr
else	More regular updates and explanation direct from Lenovo. If I know how long it will take to repair, I can look for other solutions. Duncan (engineer) was fantastic and I felt all was in safe hands once he was involved. Up until that point I had no clue about progress, expected resolution time or how issue would re solved
else	Provide Service on time and that you commit to customer.
else	part should be deliver with in 2 days
else	feedback for Service Request : 7008961115.More time has been spent but problem of pc not resolved till now. why lenovo not serious on their service and to their customer. its showed that lenovo service is very poor. we purchased 30 nos of lenovo PC but in future for new deals of electronics items or any computer accessories we are not going for lenovo.
else	Quoted time to fix when including delivery times is too long at approx 2 weeks.
else	Please ensure that the parts supplied to service engineers match the issue and the laptop model. If not, do not send service engineers with wrong parts. Service engineer was aware of the wrong parts he received and yet he travelled 40km to take chance. It would have been annoying if the issue didn't resolve by the luck of chance by reassembling the laptop without replacing any part.
else	Get rid of https://www.managedtechnicalsupportaccess.com/ because it is rubbish
else	Speed up the return process
else	Provide the tech with the correct/neccessary parts.Have the tech test the system thouroughly
else	Better call handling, better understanding and communications with its customers in terms of geographical location, better communications start to end of fault resolution. Post resolution communication.
else	By simplifying the downloading of required updates.
else	At least make it faster to contact you guys and start the repairing process. Or you should compensate some other things for the delaying and the unpleasant experience.
